chunk_id,page,content
Principles-of-Managerial-Accounting-profitability::chunk_513,402,"Click icon or go to https://uc.mediaspace.kaltura.com/
media/10+Differential+Video+Illustration+10-1/
1_xmz8hfqo
Check figures:
386 | DIFFERENTIAL DECISION MAKING"
Principles-of-Managerial-Accounting-profitability::chunk_514,403,"Check your understanding LO3
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=139#h5p-196
DIFFERENTIAL DECISION MAKING | 387"
Principles-of-Managerial-Accounting-profitability::chunk_515,404,"Make or buy (outsourcing) LO4
An organization can make a product or perform a function
internally, or the organization can purchase the product or
service from an external supplier. Evaluating this decision is
traditionally known as a make or buy analysis. Make or buy
decisions are c onsidered diff erential de cisions sinc e only
relevant costs and benefits are considered. While it is referred
to as a make or buy de cision, it is also use d to analyze
performing an activity internally v ersus outsourcing the
activity to an outside supplier. For example, managers can use
this tool to compare the costs of making a physical product
versus buying the product from an external supplier. Managers
can also compare the costs of performing an activity internally,
such as payroll or customer service, versus outsourcing the
activity to an external company."
Principles-of-Managerial-Accounting-profitability::chunk_516,404,"such as payroll or customer service, versus outsourcing the
activity to an external company.
The example of Shrooms, an organic mushroom farm, is
continued to illustrate a make or buy de cision. Currently,
Shrooms is purchasing organic c ompost from an outside
supplier. Carlos re cently attended a w orkshop on making
organic c ompost. He w ants to determine if it is more
profitable to buy the compost from an external supplier or
make it on the farm. Carlos uses 7,200 cubic feet of compost
each year. He purchases the compost from an outside supplier
for $18 per cubic foot. Carlos collected the data, presented
below, related to the cost of making the compost on the farm.
388 | DIFFERENTIAL DECISION MAKING"
Principles-of-Managerial-Accounting-profitability::chunk_517,405,"• Carlos has an unused area on the farm that can be used
to make the compost. He already owns the farming
equipment and other tools required to make the
compost. The farm’s overhead, e.g., equipment,
buildings, utilities, supplies, etc., is applied to the
existing product lines–cremini and shiitake–based on
pounds harvested. The current overhead rate is $0.30 per
pound. Carlos would not incur additional farming
overhead costs if he decides to make the compost.
• The farm supervisor would be in charge of making the
compost. The supervisor is paid a yearly salary of
$50,000, approximately $24 per hour. The supervisor
has enough time to assume the extra responsibility
during regular working hours. The supervisor would not
be paid for additional hours or overtime to make the
compost.
• Making 7,200 cubic feet of compost requires 9,000
cubic feet of untreated wood chips that cost $10.50 per"
Principles-of-Managerial-Accounting-profitability::chunk_518,405,"compost.
• Making 7,200 cubic feet of compost requires 9,000
cubic feet of untreated wood chips that cost $10.50 per
cubic foot.
• Carlos estimates that indirect materials, e.g., nitrogen-
rich green materials, will cost an additional $2,100 per
year.
The differential decision analysis for making or buying the
compost involves analyzing relevant cost data and determining
the most cost-effective alternative. Only relevant (avoidable)
costs and benefits are c onsidered. Carlos has the sp ace,
DIFFERENTIAL DECISION MAKING | 389"
Principles-of-Managerial-Accounting-profitability::chunk_519,406,"equipment, and employee labor hours to make the compost.
Therefore, making the c ompost on the f arm w ould not
increase the farm’s overhead or direct labor costs. Since these
costs are the same whether he makes the compost or purchases
it from an outsider supplier, they are irrelevant to this decision.
The relevant costs are the untreated wood chips and indirect
materials re quired to make the c ompost. The c ost of
purchasing the c ompost from an outside supp lier is also
relevant since it can be avoided if Carlos decides to make the
compost. An analysis for making the compost versus buying
it is provided in Exhibit 10-6. The cost savings for making the
compost is projected to be $33,000 per year.
Exhibit 10-6 Diff erential a nalysis ma ke or bu y
compost
390 | DIFFERENTIAL DECISION MAKING"
Principles-of-Managerial-Accounting-profitability::chunk_520,407,"Video Illustration 10-2: Make
or buy (outsourcing) decision
LO4
Jada developed an all-natural, human-grade dog
food called Posh Pet. She is currently making
the dog food in a small rented space. She was
approached by a local co-packer. The co-packer
offered to make Posh Pet for $3.30 per unit. She
currently sells 500 units per month. She
collected the following information to aid in
making this decision. Should she sign a contract
to purchase Posh Pet from the co-packer?
Exhibit 10-7 Cost per unit of Posh Pet
Additional information:
1.) Direct materials would be provided by the co-
packer
DIFFERENTIAL DECISION MAKING | 391"
Principles-of-Managerial-Accounting-profitability::chunk_521,408,"2.) Jada has one employee that makes the dog
food. If she outsources to a co-packer this
employee would be terminated.
3.) All of the manufacturing overhead would be
eliminated except the rent on the facility. Jada
signed a two year lease on the space. If she
outsources to a co-packer the space currently
used to make the product would be converted to
office space. She doesn’t need the additional
space and cannot use it for any other purpose.
Of the monthly lease amount, $1,000 per month
is allocated to producing the product. The lease
represents $2.00 ($1,000/500 units) of the
current overhead charge.
Exhibit 10-8 Differential analysis template
for Posh Pet and video explanation
392 | DIFFERENTIAL DECISION MAKING"
Principles-of-Managerial-Accounting-profitability::chunk_522,409,"Click icon or go to https://uc.mediaspace.kaltura.com/
media/
10+Differential+Decision+Video+Illustration+10-2/
1_8jtjojxt
Check your understanding LO4
An interactive H5P element has been
excluded from this version of the text. You
DIFFERENTIAL DECISION MAKING | 393"
Principles-of-Managerial-Accounting-profitability::chunk_523,410,"can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=139#h5p-195
Special order LO5
A special order is a one-time order not c onnected to an
organization’s normal sales cycle. Special orders are generally
not included in the organization’s budgeted sales projections.
Special orders arise outside of projected sales activities. For
example, assume that an organization makes a product and
sells it dire ctly to retail customers. Further, that the
organization receives a request to donate or provide its product
at a discounted rate for a local fundraising event. This situation
is considered a special order.
On the other hand, selling a product to a non-profit would
not be a special order if the product is sold through normal
sales channels. For example, assume that an organization prints
promotional items for organizations, non-profits, and events."
Principles-of-Managerial-Accounting-profitability::chunk_524,410,"promotional items for organizations, non-profits, and events.
One of their customers is a non-profit organization. The non-
profit customer purchases promotional items for a fundraiser
394 | DIFFERENTIAL DECISION MAKING"
Principles-of-Managerial-Accounting-profitability::chunk_525,411,"on the organization’s w ebsite. This e xample is c onsidered
normal business operations and not a special order.
Differential decision making can be used to analyze the
effects of accepting a special order. The example of Shrooms,
an organic mushroom farm, is continued to illustrate a special
order decision. A local farmer’s market organizer contacted
Carlos and asked him to participate in a fundraising event
promoting healthy, local, sustainable foods. The organizer
plans to sell promotional meal kits with all the ingredients to
make a healthy meal at home. The organizer asked Carlos if
he would grow a special batch of oyster mushrooms for the
meal kits. They requested 250 pounds of oyster mushrooms
for $1.50 per pound. Carlos is interested in participating in the
fundraiser if the special order price of $1.50 per pound covers
his cost to grow the mushrooms. Carlos collected the data,"
Principles-of-Managerial-Accounting-profitability::chunk_526,411,"his cost to grow the mushrooms. Carlos collected the data,
presented below, about the cost of growing the special order
oyster mushrooms.
• A nominal amount of farm space is required to grow 250
lbs. of oyster mushrooms. Carlos has an unused area on
the farm that can be used to grow the oyster
mushrooms. He owns the farming equipment and other
tools required to produce the mushrooms. The farm’s
overhead, e.g., equipment, buildings, utilities, supplies,
etc., is applied to the existing product lines–cremini and
shiitake–based on pounds harvested. The current
overhead rate is $0.30 per pound. Two-thirds ($0.20) of
DIFFERENTIAL DECISION MAKING | 395"
Principles-of-Managerial-Accounting-profitability::chunk_527,412,"the farm overhead rate is fixed overhead and one-third
($0.10) is variable overhead. The special order would not
increase fixed overhead. However, $0.10 of variable
overhead would be incurred on each pound of oyster
mushrooms grown.
• Carlos would have to pay contracted labor to harvest the
mushrooms. Farm labor is paid per pound harvested.
The current labor rate is $1.05 per pound.
• Direct materials include seeds, compost, water, and
packaging. Direct materials are estimated to be $0.40 per
pound.
Differential decision analysis can be used to determine the
financial effect of accepting the special order. Only relevant
(avoidable) costs and benefits are considered. The differential
analysis for the fundraiser special order is provided in Exhibit
10-9. Direct material ($0.40), direct labor ($1.05), and variable
farm o verhead ($0.10) are relev ant c osts. The fix ed f arm"
Principles-of-Managerial-Accounting-profitability::chunk_528,412,"farm o verhead ($0.10) are relev ant c osts. The fix ed f arm
overhead ($0.20) is irrelevant since the special order would not
change the farm’s fixed overhead costs. The oyster mushrooms
would cost Carlos $1.55 per pound to produce. The event
organizer asked Carlos to provide 250 pounds for $1.50 per
pound. Carlos would incur a $12.50 loss on the special order,
250 lbs. x ($1.50 special order sells price – $1.55 special order
cost of goods sold) = $12.50. Carlos could turn down the
special order request, accept the loss, or ask the event organizer
to pay $1.55 per pound to cover his costs.
396 | DIFFERENTIAL DECISION MAKING"
Principles-of-Managerial-Accounting-profitability::chunk_529,413,"Exhibit 10-9 Differential analysis fundraiser special
order
Video Illustration 10-3:
Special order decision LO5
Jada developed an all-natural, human-grade dog
food called Posh Pet. She is currently making
the dog food in a small rented space. Due to local
wildfires, a local shelter asked if she could
provide her dog food at cost to help with the
influx of displaced animals. She currently sells
500 units per month and this request would not
affect her normal sales. She wants to help the
shelter and just cover the incremental costs
associated with the special order. She collected
the following information to aid in making this
DIFFERENTIAL DECISION MAKING | 397"
Principles-of-Managerial-Accounting-profitability::chunk_530,414,"decision. What is the per unit amount she needs
to charge to cover her costs?
Exhibit 10-2 Financial data for Posh Pet
Additional information:
1.) All of the additional units would require direct
material and direct labor.
2.) Of the manufacturing overhead, $2.00 per
unit is a fixed charge for rent on the facility. She
has the space to make the order so the special
order would have no effect on the rent. The
remaining $0.25 of manufacturing overhead is
variable and would be incurred on each unit in
the special order.
Exhibit 10-2 Differential analysis template
for Posh Pet and video explanation
398 | DIFFERENTIAL DECISION MAKING"
Principles-of-Managerial-Accounting-profitability::chunk_531,415,"Click icon or go to https://uc.mediaspace.kaltura.com/
media/10+Differential+Video+Illustration+10-3/
1_d87fkr3j
Check your understanding LO5
DIFFERENTIAL DECISION MAKING | 399"
Principles-of-Managerial-Accounting-profitability::chunk_532,416,"An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=139#h5p-193
Sell or process further LO6
Some raw materials must be separated or refined in the process
of manufacturing a final product. Secondary materials or by-
products are sometimes created when the original raw material
is separated or refined. A single raw material input that can
be separated into one or more materials is known as a joint
product. The point at which the original raw material input
is separated into more than one output is known as the split-
off point. For example, crude oil is considered a joint product.
Several oil products, including gasoline, jet fuel, lubricants,
petroleum jelly, and other chemicals, are extracted during the
refinement process. Differential decision making can be used"
Principles-of-Managerial-Accounting-profitability::chunk_533,416,"refinement process. Differential decision making can be used
to analyze the effect of selling the by-products created at the
400 | DIFFERENTIAL DECISION MAKING"
Principles-of-Managerial-Accounting-profitability::chunk_534,417,"split-off point versus processing the by-products further before
selling them.
Costs are classified as joint costs or additional processing
costs when considering a sell or process further decision. Joint
costs are costs incurred to process the raw material input to the
split-off point. Secondary materials or by-products are created
at the sp lit-off point. The c osts incurre d to proc ess the
secondary materials after the sp lit-off point are additional
processing costs.
Joint costs are irrelevant when deciding to sell or process
by-products further. Joint c osts are c onsidered sunk
costs. Regardless if the by-product is discarded, sold as is, or
processed further, the joint costs have already been incurred
and are therefore unavoidable.
Additional processing costs are relevant to the decision to
sell or process further because they are different between the"
Principles-of-Managerial-Accounting-profitability::chunk_535,417,"sell or process further because they are different between the
alternatives. If the b y-product is disc arded or so ld as is,
additional proc essing c osts are not incurre d. However,
additional processing costs are incurred if the by-product is
processed further.
Differential decision making can be used to analyze the
decision to sell a by-product as is or to process it further. The
example of Shrooms, an organic mushroom farm, is continued
to illustrate a sell or process further decision. Carlos projects
that he can produce 500,000 lbs. of cremini and 48,000 lbs.
of shiitake mushrooms in the upc oming fisc al y ear.
Approximately 10% of both species of mushrooms will not
DIFFERENTIAL DECISION MAKING | 401"
Principles-of-Managerial-Accounting-profitability::chunk_536,418,"comply with commercial standards in terms of caliber, shape,
or size. At harvest, Carlos projects that 50,000 lbs. of cremini
and 4,800 lbs. of shiitake mushrooms will be irregular
mushrooms. Irregular mushrooms cannot be sold through the
company’s regular sales channels. Carlos can sell the irregular
mushrooms, as is, to a food co-packer that uses the mushrooms
in a commercial soup product. Or, Carlos can process the
irregular mushrooms into an organic dried blend and sell them
to a vendor at the farmer’s market. Carlos collected the data,
presented below, related to this decision to sell the irregular
mushrooms as is or proc ess them into a drie d mushroom
blend.
• The retail prices for mushrooms that comply with
commercial standards are $1.92 per pound of cremini
and $7.20 per pound of shiitake.
• Both products have similar costs to grow, $1.75 per"
Principles-of-Managerial-Accounting-profitability::chunk_537,418,"and $7.20 per pound of shiitake.
• Both products have similar costs to grow, $1.75 per
pound. Product growing costs include direct materials
$0.40, direct labor $1.05, and farm overhead $0.30.
• The copacker will pay $1.30 and $5.00 per pound for the
irregular cremini and shiitake mushrooms, respectively.
• Carlos can sell the organic dried blend mushrooms for
$4.50 per half-pound bag.
• The irregular mushrooms could be combined,
dehydrated, and packaged to process the mushrooms
into a dried mushroom blend. One pound of fresh
mushrooms yields one-half pound of dried mushrooms.
402 | DIFFERENTIAL DECISION MAKING"
Principles-of-Managerial-Accounting-profitability::chunk_538,419,"The total of dried blend would be (50,000 + 4,800 lbs.) /
2 = 27,400 pounds. Carlos estimates it will cost an
additional $6,000 to dehydrate the dried blend. The
dried blend would be packaged in half-pound bags.
Packaging costs for the dried blend are $1.20 per bag.
The retail prices for the commercially standard mushrooms
are irrelevant since the irregular mushrooms cannot be sold
through normal sales channels.
The product costs incurred to grow the mushrooms are
considered joint costs. These costs are incurred to produce all
the mushrooms. The irregular mushrooms are a by-product of
the commercially standard mushroom harvest. The harvest is
considered the split-off point.
The irregular mushrooms can be sold, as is, to the food
copacker. This amount is relevant since this revenue is only
realized if Shrooms sells the mushrooms to the copacker at"
Principles-of-Managerial-Accounting-profitability::chunk_539,419,"copacker. This amount is relevant since this revenue is only
realized if Shrooms sells the mushrooms to the copacker at
harvest. The total sales value of the irregular mushrooms at the
split-off point is (50,000 x $1.30) + (4,800 x $5.00) = $89,000.
The dried mushroom blend sales price is relevant since this
revenue is only realize d if Carlos proc esses the irregular
mushrooms into the dried blend. Carlos can produce 27,400
half-pound bags of the organic dried blend. The total sales
value of the organic drie d blend is 27,400 bags x $4.50 =
$123,750.
The cost of processing the irregular mushrooms into the
DIFFERENTIAL DECISION MAKING | 403"
Principles-of-Managerial-Accounting-profitability::chunk_540,420,"organic dried blend is also relevant. Total additional processing
costs are $6,000 + (27,500 bags x $1.20) = $39,000.
The differential analysis for the decision to sell or process
the irregular mushrooms is pro vided in Exhibit 10-10.
Shrooms would lose $4,250 in rev enue by processing the
mushrooms into the drie d b lend. The most profitab le
alternative is to sell the unproc essed mushrooms to the
copacker.
Exhibit 10-10 Differential a nalysis se ll or pr ocess
irregular mushrooms
Video Illustration 10-4: Sell or
process further decision LO6
CheezeChef is a local cheese manufacturer that
specializes in small-batch, artisanal cheeses.
404 | DIFFERENTIAL DECISION MAKING"
Principles-of-Managerial-Accounting-profitability::chunk_541,421,"During the cheese making process whole milk is
separated into curds and whey. Curds are the
solids that are used to make the most cheeses.
Whey is the liquid left after the solids are
removed. Whey is rich in nutrients. The milk
costs $2.40 per gallon. It costs CheezeChef
$0.90 to separate the curds and whey.
CheezeChef is considering processing the whey
into ricotta cheese or selling it to a local company
that extracts protein from the whey. The local
company offered to pay $2.60 per gallon of
whey. Or, CheezeChef can process one gallon of
whey to make one pound of ricotta cheese. It
would cost $1.80 to process the whey into
ricotta. They could sell the ricotta for $4 per
pound. Should CheezeChef sell the whey at the
split-off point or process it further into ricotta
cheese?
Joint costs (not relevant)
Exhibit 10-2 Differential analysis template
for CheezeChef and video explanation"
Principles-of-Managerial-Accounting-profitability::chunk_542,421,"cheese?
Joint costs (not relevant)
Exhibit 10-2 Differential analysis template
for CheezeChef and video explanation
DIFFERENTIAL DECISION MAKING | 405"
Principles-of-Managerial-Accounting-profitability::chunk_543,422,"Click icon or go to https://uc.mediaspace.kaltura.com/
media/
10+Differential+Decision+Video+Illustration+10-4/
1_x9ns8ft2
Check your understanding LO6
406 | DIFFERENTIAL DECISION MAKING"
Principles-of-Managerial-Accounting-profitability::chunk_544,423,"An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=139#h5p-194
Practice Video Problems
The chapter concepts are applied to
comprehensive business scenarios in the below
Practice Video Problems.
Practice Video Problem 10-1:
Add or drop a segment LO3
Kia’s Salon offers two services, hair styling and
nails. According to the segmented income
DIFFERENTIAL DECISION MAKING | 407"
Principles-of-Managerial-Accounting-profitability::chunk_545,424,"statement presented below, the nails product
line lost $(5,050) in the previous quarter. The
manager is considering dropping the nails
product line to focus on hair styling. The
manager collected the additional information
presented below to aid in making this decision.
Additional information:
1.) The revenue and all of the variable expenses
are traceable to the product lines. They would
be eliminated if the product line was dropped.
2.) Administrative expenses include salaries and
general administrative expenses. Of the $20,400
408 | DIFFERENTIAL DECISION MAKING"
Principles-of-Managerial-Accounting-profitability::chunk_546,425,"allocated to the nails product line, $18,000
represents the salary for the nail technician and
scheduler. Her position would be eliminated if
the nails product line is dropped. The remaining
expenses are general expenses and would not be
eliminated.
3.) Building and maintenance represent the
expenses related to the salon property including
rent, insurance, and deprecation. None of these
costs would be eliminated if the nails product
line was dropped.
4.) The entire $4,200 of the advertising budget is
spent to advertise the nails product line. This
advertising would be eliminated if the nails
product line was dropped.
Required: Prepare a differential decision
making analysis to determine if the nails product
line should be dropped.
DIFFERENTIAL DECISION MAKING | 409"
Principles-of-Managerial-Accounting-profitability::chunk_547,426,"Click icon or go to https://uc.mediaspace.kaltura.com/
media/10+Differential+PVP+10-1+Revised/1_y8e7vgkc
410 | DIFFERENTIAL DECISION MAKING"
Principles-of-Managerial-Accounting-profitability::chunk_548,427,"Practice Video Problem 10-2:
Make or buy (outsourcing)
decision LO4
Ali’s Grooming currently processes the
company’s payroll in house. She received a
quote from a local CPA firm to process her
payroll for $75 per week. Currently, Ali’s
bookkeeper enters the data into a payroll
module within the company’s accounting
software. It costs an extra $2,500 per year to
purchase the payroll module with the accounting
software package. The accounting software
creates the paychecks as well as the related
entries for payroll taxes and benefits. The
bookkeeper spends about 4 hours per week
processing payroll and handling payroll related
tasks. The bookkeeper makes $20 per hour. The
bookkeeper would still work her normal 40
hours per week even if the payroll function was
outsourced. The bookkeeper currently does not
have enough work to require overtime hours.
Required: Prepare a differential decision"
Principles-of-Managerial-Accounting-profitability::chunk_549,427,"have enough work to require overtime hours.
Required: Prepare a differential decision
DIFFERENTIAL DECISION MAKING | 411"
Principles-of-Managerial-Accounting-profitability::chunk_550,428,"making analysis to determine if the payroll
function should be outsourced.
Click icon or go to https://uc.mediaspace.kaltura.com/
media/10+Differential+PVP+10-2/1_n47s3m8s
Practice Video Problem 10-3:
Sell or process further
decision LO6
Healthy Farms operates a small family farm that
412 | DIFFERENTIAL DECISION MAKING"
Principles-of-Managerial-Accounting-profitability::chunk_551,429,"specializes in growing organic, non-GMO
produce. Their largest product in terms of
revenue is wheat flour. It costs approximately
$2.70 to grow one bushel of wheat. The wheat
is milled on the farm to create flour. It costs
$0.90 per bushel to mill the wheat and produce
wheat flour.
Two by-products of the milling process are bran
and germ meal. Each year they generate
approximately 4,000 pounds of bran and 8,000
pounds of germ meal. Healthy Farms can sell
the bran and germ meal as is to a local farmer for
livestock feed and get $2 per pound. Or, Healthy
farms can process the bran into a fiber
supplement that sells for $3.00 per pound for an
additional $4,200 in processing and packaging
costs. And they can process the germ meal into
a health food supplement that sells for $2.75 per
pound for an additional $4,700 in processing and
packaging costs.
Required: Prepare a differential decision"
Principles-of-Managerial-Accounting-profitability::chunk_552,429,"pound for an additional $4,700 in processing and
packaging costs.
Required: Prepare a differential decision
making analysis to determine if the bran and
germ meal should be sold as is or processed
further.
DIFFERENTIAL DECISION MAKING | 413"
Principles-of-Managerial-Accounting-profitability::chunk_553,430,"Click icon or go to https://uc.mediaspace.kaltura.com/
media/10+Differential+PVP+10-3/1_an0a5cl4
414 | DIFFERENTIAL DECISION MAKING"
Principles-of-Managerial-Accounting-profitability::chunk_554,431,"Review Questions
Review questions reinforce the chapter content.
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=139#h5p-155
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=139#h5p-160
DIFFERENTIAL DECISION MAKING | 415"
Principles-of-Managerial-Accounting-profitability::chunk_555,432,"An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=139#h5p-162
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=139#h5p-190
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=139#h5p-192
416 | DIFFERENTIAL DECISION MAKING"
Principles-of-Managerial-Accounting-profitability::chunk_556,433,"Homework Questions
Homework questions can be used for additional
practice or can be assigned in an academic setting.
Full feedback is not available online. Homework
questions can be assigned, with auto-grading and
export, to specific learning management platforms,
e.g., Canvas, Blackboard, etc. Contact the author for
details.
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=139#h5p-153
An interactive H5P element has been
DIFFERENTIAL DECISION MAKING | 417"
Principles-of-Managerial-Accounting-profitability::chunk_557,434,"excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=139#h5p-156
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=139#h5p-157
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=139#h5p-159
418 | DIFFERENTIAL DECISION MAKING"
Principles-of-Managerial-Accounting-profitability::chunk_558,435,"An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=139#h5p-161
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=139#h5p-163
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=139#h5p-191
DIFFERENTIAL DECISION MAKING | 419"
Principles-of-Managerial-Accounting-profitability::chunk_559,436,"11.
CAPITAL BUDGETING
DECISION MAKING
420 | CAPITAL BUDGETING DECISION MAKING"
Principles-of-Managerial-Accounting-profitability::chunk_560,437,"Learning Objectives LO
LO1 Determine the payback period for an investment
CAPITAL BUDGETING DECISION MAKING | 421"
Principles-of-Managerial-Accounting-profitability::chunk_561,438,"LO2 Compute the simple rate of return for an
investment
LO3 Apply the time value of money concept by
computing the present value of a sum of money
LO4 Compute the internal rate of return for an
investment
LO5 Evaluate the acceptability of an investment
project using the net present value method
LO6 Analyze capital budgeting decision making
methods
Capital budgeting decision
making
Managers are responsible for many decisions, some with short-
term and others with long-term financial c onsequences.
Projects and in vestments with long-term financial
consequences are referred to as capital projects. Therefore,
capital budgeting refers to the process of planning projects
or making de cisions that ha ve a long-term eff ect on the
organization. Examples of capital projects include investments
in long-term assets such as vehicles, machines, facilities, or
422 | CAPITAL BUDGETING DECISION MAKING"
Principles-of-Managerial-Accounting-profitability::chunk_562,439,"equipment; launching new products or servic es; and
expanding operations.
Capital budgeting decision making is a critical managerial
skill. Most organizations ha ve limited resources and more
potential capital projects than they can fund. For this reason,
managers must be able to evaluate the alternatives and select
the project that offers the most benefit to the organization.
The ability to choose appropriate capital investments is an
essential component of an organization’s long-term financial
health and stability.
This chapter discusses f our methods for making capital
budgeting decisions—the payback period method, the simple
rate of return method, the internal rate of return method, and
the net present value method.
Payback period LO1
Payback period
The payback period is the length of time that it takes for a
project to recover the initial cost from the net cash inflows"
Principles-of-Managerial-Accounting-profitability::chunk_563,439,"project to recover the initial cost from the net cash inflows
generated by the project. The payback period is expressed in
years. The formula to compute the payback period considers
the investment required and the annual net cash inflow from
the investment.
CAPITAL BUDGETING DECISION MAKING | 423"
Principles-of-Managerial-Accounting-profitability::chunk_564,440,"Investment required
The required investment is the cost of the project less the
trade-in or salvage value received for any assets exchanged in
the transaction. F or e xample, assume that Jill de cides to
purchase a new car for $12,000. She receives $3,000 for trading
in her old car. The required investment in the new car is
$12,000 – 3,000 = $9,000.
Annual net cash inflow
Annual net c ash inflow is the net c ash inflows and c ash
outflows yielde d b y the in vestment. Cash inflo ws ha ve a
positive effect on cash, and cash outflows have a negative effect
on cash. Revenue and cost savings are cash inflows, whereas
expenses and costs are cash outflows. When considering an
investment that generates revenue and costs, the annual net
cash inflo w is c ash rev enue less c ash e xpenses. F or an
investment that generates cost savings and costs, the annual net"
Principles-of-Managerial-Accounting-profitability::chunk_565,440,"investment that generates cost savings and costs, the annual net
cash inflow is cost savings less cash expenses.
It is important to note that net cash inflow is not the same
as net operating income, although they are similar. Net cash
inflow only includes c ash revenues, cost savings, and c ash
expenses. Net operating inc ome includes some non-c ash
expenses like depreciation expense. While depreciation is an
expense, it is not a cash payment. Instead, it is the expense
used to allocate the cost of a long-term asset over a period of
time. Since the payback method uses annual net cash inflow,
424 | CAPITAL BUDGETING DECISION MAKING"
Principles-of-Managerial-Accounting-profitability::chunk_566,441,"depreciation is not c onsidered for this c alculation. If net
operating income is given, depreciation expense must be added
back to arrive at annual net cash inflow.
When annual net cash inflow is the same every year, the
formula in Exhibit 11-1 is use d to c ompute the p ayback
period.
Exhibit 11-1 Payback period formula
Payback period = (investment required/annual net cash
inflows)
The payback period method is often used as an investment
screening tool rather than a final selection tool. The advantage
of the payback period method is that it can be used to screen
several c ompeting proje cts quickly . F or e xample, some
organizations pref er to in vest in proje cts in which the
investment is recovered within a specified period, such as 3 to
5 years. This tool can be used to identify investments that meet
specific payback criteria."
Principles-of-Managerial-Accounting-profitability::chunk_567,441,"5 years. This tool can be used to identify investments that meet
specific payback criteria.
The example of Ancient Cities Tours is used to illustrate
the capital budgeting decision making tools presented in this
chapter. Ancient Cities Tours offers complete tour packages
to historically significant Mayan, Aztec, and Inca sites in Latin
America. The c ompany is headquartere d in P eru. The
company o wns the headquarters building and the
equipment–tour bus, riv erboat, and v an–used f or tours
CAPITAL BUDGETING DECISION MAKING | 425"
Principles-of-Managerial-Accounting-profitability::chunk_568,442,"originating from the P eru loc ation. M aya is the o wner-
operator of Ancient Cities Tours.
Maya is considering replacing the company’s tour bus with
an updated model. She narrowed her search to two models
designed to handle the Peruvian landscape, the Diamond LX
and the VIP Express. The Diamond LX is a standard-size tour
bus. It costs less to purchase and operate but accommodates
fewer passengers (35 seats). The VIP Express is an oversized
model. It c osts more to purchase and operate but
accommodates more passengers (57 seats).
Ancient Cities Tours schedules 12 tours per year from the
Peru location. The company averages 35 paid guests per tour
at an average revenue of $520 per guest for the bus portion
of the tour. If Maya purchases the Diamond LX (35 seats),
the tours would be limited to 35 paid guests per tour due to
seat capacity. The VIP Express (57 seats) can accommodate"
Principles-of-Managerial-Accounting-profitability::chunk_569,442,"the tours would be limited to 35 paid guests per tour due to
seat capacity. The VIP Express (57 seats) can accommodate
additional guests. If M aya purchases the VIP Express, she
estimates that she can book an average of 42 guest per tour.
Additional data about both models is given in Exhibit 11-2.
Exhibit 11-2 Data f or tou r bus i nvestment
alternatives
426 | CAPITAL BUDGETING DECISION MAKING"
